callSign	frequency	type	city	state	name	longitude	latitude
WBBP	1480	AM	MEMPHIS	TN	BOUNTIFUL BLESSING, INC.	-90.0875	35.055
WZSN	103.5	FM	GREENWOOD	SC	BROOMFIELD BROADCASTING, INC.	-82.19456	34.16289
WMJU	104.3	FM	BUDE	MS	NORTH SHORE BROADCASTING CO., INC.	-90.674	31.55933
KSMA-FM	98.7	FM	OSAGE	IA	COLOFF MEDIA, LLC	-93.04825	43.36469
KEZP	104.3	FM	BUNKIE	LA	SMG-ALEXANDRIA, LLC	-92.35958	31.08742
WSGE	91.7	FM	DALLAS	NC	GASTON COLLEGE	-81.12981	35.40736
WCRW	1190	AM	LEESBURG	VA	POTOMAC RADIO GROUP, INC.	-77.445	39.04111
WDAI	98.5	FM	PAWLEYS ISLAND	SC	CUMULUS LICENSING LLC	-79.04836	33.591
KRRW	105.9	FM	WINTHROP	MN	SUBARCTIC MEDIA, LLC	-94.47108	44.47358
WXKT	103.7	FM	MAYSVILLE	GA	COX RADIO, LLC	-83.65961	34.37761
WCLN-FM	105.7	FM	RENNERT	NC	GRANDER VISION MEDIA, LLC	-78.79003	34.73489
WNWR	1540	AM	PHILADELPHIA	PA	AZTEC CAPITAL PARTNERS, INC.	-75.23583	40.04611
KTSR	92.1	FM	DE QUINCY	LA	TOWNSQUARE MEDIA LAKE CHARLES LICENSE, LLC	-93.31128	30.22131
KTKS	95.1	FM	VERSAILLES	MO	BENNE BROADCASTING OF VERSAILLES, LLC	-92.76186	38.40892
WDRK	99.9	FM	CORNELL	WI	BLUGOLD RADIO LLC	-91.40656	45.12275
KYUN	102.1	FM	TWIN FALLS	ID	ILIAD MEDIA TWIN FALLS, LLC	-114.41864	42.73158
KZNW	103.3	FM	OAK HARBOR	WA	BUSTOS MEDIA HOLDINGS, LLC	-122.26875	48.36508
KLUB	106.9	FM	BLOOMINGTON	TX	TOWNSQUARE MEDIA VICTORIA LICENSE, LLC	-96.83525	28.70694
KJFA-FM	102.9	FM	PECOS	NM	AGM NEVADA, LLC	-105.55472	35.65169
WHNJ	95.7	FM	BIG PINE KEY	FL	MULTICARE FOUNDATION, INC.	-81.51056	24.67706
KAVB	98.7	FM	HAWTHORNE	NV	NYX COMMUNICATIONS, INC.	-118.76456	38.45714
WHRT-FM	91.9	FM	COKESBURY	SC	RADIO TRAINING NETWORK, INC	-82.15372	34.35733
KTTR-FM	99.7	FM	ST. JAMES	MO	KTTR-KZNN, INC.	-91.66461	38.07089
WZLC	88.9	FM	SUMMERVILLE	SC	RADIO TRAINING NETWORK, INC	-80.564	33.19267
KRND	1630	AM	FOX FARM	WY	SPANISH MEDIA CONSULTING CORPORATION	-104.80194	41.12278
WZQQ	97.9	FM	HYDEN	KY	LESLIE COUNTY BROADCASTING, INC.	-83.18433	37.19342
KGGM	93.9	FM	DELHI	LA	KENNETH W. DIEBEL	-91.65169	32.46469
WRNN-FM	99.5	FM	SOCASTEE	SC	DICK BROADCASTING COMPANY, INC. OF TENNESSEE	-78.89531	33.72156
WPWZ	95.5	FM	PINETOPS	NC	FIRST MEDIA RADIO, LLC	-77.65997	35.946
WZFR	104.5	FM	EASTPOINT	FL	FAITH RADIO NETWORK, INC.	-84.88992	29.73272
KMLR	106.3	FM	GONZALES	TX	EDUCATIONAL MEDIA FOUNDATION	-97.67778	29.68828
KNRG	92.3	FM	NEW ULM	TX	ROY E. HENDERSON	-96.82275	30.00189
WESE	92.5	FM	BALDWYN	MS	CAPSTAR TX, LLC	-88.59117	34.36289
KMJM-FM	104.9	FM	COLUMBIA	IL	CITICASTERS LICENSES, INC.	-90.32553	38.57442
KVRE	92.9	FM	HOT SPRINGS VILLAGE	AR	CADDO BROADCASTING COMPANY	-93.07156	34.64231
WSYR-FM	106.9	FM	SOLVAY	NY	IHM LICENSES, LLC	-76.19908	43.00283
KAGJ	88.9	FM	EPHRAIM	UT	SNOW COLLEGE	-111.77047	39.32161
KUKY	95.9	FM	WELLTON	AZ	HISPANIC TARGET MEDIA INC.	-114.33722	32.67283
KDKS-FM	102.1	FM	BLANCHARD	LA	ALPHA MEDIA LICENSEE LLC	-93.90047	32.59931
KTPZ	92.7	FM	HAZELTON	ID	ILIAD MEDIA TWIN FALLS, LLC	-114.41864	42.73158
KLPW-FM	107.3	FM	STEELVILLE	MO	EAST CENTRAL BROADCASTING, LLC	-91.51489	38.04006
KWLT	102.7	FM	NORTH CROSSETT	AR	SOUTHARK BROADCASTERS, INC.	-91.94706	33.13483
KXRA-FM	92.3	FM	ALEXANDRIA	MN	LEIGHTON RADIO HOLDINGS, INC.	-95.44558	45.93192
WFRF-FM	105.7	FM	MONTICELLO	FL	FAITH RADIO NETWORK, INC.	-83.83461	30.38575
WDBN	107.9	FM	WRIGHTSVILLE	GA	DOWDY PARTNERS	-82.76792	32.61822
WSCZ	93.9	FM	WINNSBORO	SC	ALPHA MEDIA LICENSEE LLC	-80.91092	34.36319
KQJO	99.3	FM	ST. JOSEPH	LA	BLACK MEDIA WORKS	-91.33011	31.67406
KLCI	106.1	FM	ELK RIVER	MN	MILESTONE RADIO LLC	-93.68747	45.23886
KHIS	89.9	FM	JACKSON	MO	PURE WORD COMMUNICATIONS	-89.93483	37.37783
KSHQ	100.7	FM	DEERFIELD	MO	ONE MEDIA, INC.	-94.66886	37.71867
KWLA	103.1	FM	ANACOCO	LA	BALDRIDGE-DUMAS COMMUNICATIONS, INC.	-93.43294	31.33531
KTYN	91.9	FM	THAYNE	WY	INTERMOUNTAIN PUBLIC RADIO, INC.	-111.12214	43.10492
WLXA	98.3	FM	LORETTO	TN	RADIO 7 MEDIA, LLC	-87.50003	34.96536
KBTS	94.3	FM	BIG SPRING	TX	KBEST MEDIA, LLC	-101.44067	32.22039
WXRZ	94.3	FM	CORINTH	MS	TELESOUTH COMMUNICATIONS, INC.	-88.57922	34.81008
KLKK	103.7	FM	CLEAR LAKE	IA	COLOFF MEDIA, LLC	-93.19353	43.12081
WWAX	92.1	FM	HERMANTOWN	MN	TWIN PORTS RADIO, LLC	-92.11825	46.79467
KOUL	107.7	FM	AGUA DULCE	TX	MINERVA R. LOPEZ	-97.91972	27.77669
KDXY	104.9	FM	LAKE CITY	AR	SAGA COMMUNICATIONS OF ARKANSAS, LLC	-90.56508	35.82478
KNDY-FM	95.5	FM	MARYSVILLE	KS	DIERKING COMMUNICATIONS, INC.	-96.73503	39.96
WRCO-FM	100.9	FM	RICHLAND CENTER	WI	FRUIT BROADCASTING, LLC	-90.42642	43.31539
KTUP	98.3	FM	DALLAS	OR	MANO A MANO FAMILY CENTER	-123.12203	44.85483
KMWV	98.3	FM	DALLAS	OR	CAPITAL COMMUNITY TELEVISION, INC.	-123.12203	44.85483
KLRV	90.9	FM	BILLINGS	MT	EDUCATIONAL MEDIA FOUNDATION	-108.45597	45.76494
KOBK	88.9	FM	BAKER CITY	OR	OREGON PUBLIC BROADCASTING	-117.78381	44.59903
WPSK-FM	107.1	FM	PULASKI	VA	MONTICELLO MEDIA LLC	-80.74617	37.02456
KOKE-FM	99.3	FM	THORNDALE	TX	GENUINE AUSTIN RADIO, LP	-97.29917	30.49
KGCM	90.9	FM	THREE FORKS	MT	HI-LINE RADIO FELLOWSHIP, INC.	-111.37125	45.95686
KBRF	1250	AM	FERGUS FALLS	MN	LEIGHTON RADIO HOLDINGS, INC.	-96.04542	46.27342
WSAU-FM	99.9	FM	RUDOLPH	WI	WRIG, INC	-89.64872	44.33856
WKZZ	92.5	FM	TIFTON	GA	BROADCAST SOUTH, LLC	-83.3335	31.52797
KMAX-FM	94.3	FM	WELLINGTON	CO	TOWNSQUARE MEDIA OF FT. COLLINS, INC.	-105.14386	40.92803
WPMA	102.7	FM	BUCKHEAD	GA	AUGUSTA RADIO FELOWSHIP INSTITUTE, INC.	-83.26017	33.50292
WEKS	92.5	FM	ZEBULON	GA	LEGACY MEDIA - SOUTH ATLANTA, LLC	-84.52519	33.139
KGOZ	101.7	FM	GALLATIN	MO	PAR BROADCASTING CO., INC.	-93.72356	39.88722
KBTN-FM	99.7	FM	NEOSHO	MO	AMERICAN MEDIA INVESTMENTS INC.	-94.46133	36.90922
KHAP	89.1	FM	CHICO	CA	FAMILY STATIONS, INC.	-121.68025	39.72683
KSRQ	90.1	FM	THIEF RIVER FALLS	MN	NORTHLAND COMMUNITY & TECHNICAL COLLEGE	-96.37031	48.02189
KIIK-FM	104.9	FM	DE WITT	IA	TOWNSQUARE MEDIA QUAD CITIES LICENSE, LLC	-90.57042	41.71975
KFAN-FM	107.9	FM	JOHNSON CITY	TX	HILL COUNTRY BROADCASTING, LLC	-98.63892	30.19714
KSUG	101.9	FM	HEBER SPRINGS	AR	RED RIVER RADIO, INC.	-91.929	35.58192
WMDB	880	AM	NASHVILLE	TN	TBLC MEDIA #2, LLC	-86.81917	36.21194
WUIN	98.3	FM	OAK ISLAND	NC	DAVIS MEDIA, LLC	-78.02667	33.96128
WELR-FM	102.3	FM	ROANOKE	AL	EAGLE'S NEST, INC.	-85.33744	33.04428
WDNS	93.3	FM	BOWLING GREEN	KY	DAILY NEWS BROADCASTING COMPANY	-86.25303	36.94419
KDDL	94.3	FM	CHINO VALLEY	AZ	PRESCOTT VALLEY BROADCASTING CO. INC.	-112.56989	34.82558
KMME	100.5	FM	COTTAGE GROVE	OR	CATHOLIC BROADCASTING NORTHWEST, INC. DBA MATER DEI RADIO	-123.03644	43.76094
WHBJ	99.1	FM	BARNWELL	SC	AUGUSTA RADIO FELLOWSHIP INSTITUTE, INC.	-81.30261	33.41542
KUYY	100.1	FM	EMMETSBURG	IA	COMMUNITY FIRST BROADCASTING, LLC	-94.85803	43.12331
WKEB	99.3	FM	MEDFORD	WI	WIGM, INCORPORATED	-90.34125	45.16411
WLXX	101.5	FM	RICHMOND	KY	CUMULUS LICENSING LLC	-84.32575	37.87922
KPPR	89.5	FM	WILLISTON	ND	PRAIRIE PUBLIC BROADCASTING, INC.	-103.89325	48.14169
KLVV	88.7	FM	PONCA CITY	OK	THE LOVE STATION, INC.	-97.17253	36.69031
WCOB	89.9	FM	CAMBRIDGE SPRINGS	PA	FAMILY LIFE MINISTRIES, INC.	-80.17308	41.82389
WPRR	1680	AM	ADA	MI	GOODRICH RADIO, LLC	-85.45722	42.93583
KUSH	1600	AM	CUSHING	OK	KELLY MEDIA, LLC	-96.71083	35.98694
KNSG	107.5	FM	MARSHALL	MN	SUBARCTIC MEDIA, LLC	-95.87225	44.32553
KLCO	90.5	FM	NEWPORT	OR	LANE COMMUNITY COLLEGE	-124.04844	44.7565
KBSS	91.1	FM	SUN VALLEY	ID	IDAHO STATE BOARD OF EDUCATION	-114.39781	43.64322
WLHH	104.9	FM	RIDGELAND	SC	SAGA SOUTH COMMUNICATIONS, LLC	-80.92094	32.43436
KRJM	101.5	FM	MAHNOMEN	MN	R&J BROADCASTING, INC.	-96.13283	47.45636
KQKI-FM	95.3	FM	BAYOU VISTA	LA	TECHE BROADCASTING CORPORATION	-91.29481	29.65797
WCWB	104.9	FM	MARATHON	WI	MUZZY BROADCAST GROUP, LLC	-89.76594	44.83689
KFBD-FM	97.9	FM	WAYNESVILLE	MO	ALPHA MEDIA LICENSEE LLC	-92.35517	37.94725
KBEW-FM	98.1	FM	BLUE EARTH	MN	RIVERFRONT BROADCASTING OF MINNESOTA, INC.	-94.12217	43.66689
KFGI	101.5	FM	CROSBY	MN	R & J BROADCASTING, INC.	-93.95108	46.56442
KXDG	97.9	FM	WEBB CITY	MO	ZIMMER RADIO, INC.	-94.50606	37.24283
KAOK	1400	AM	LAKE CHARLES	LA	CUMULUS LICENSING LLC	-93.16722	30.23611
KXOO	94.3	FM	ELK CITY	OK	PARAGON COMMUNICATIONS, INC.	-99.49869	35.40614
KAYD-FM	101.7	FM	SILSBEE	TX	CUMULUS LICENSING LLC	-93.99906	30.11522
WCTQ	92.1	FM	VENICE	FL	CITICASTERS LICENSES, INC.	-82.46397	27.15117
KJYL	100.7	FM	EAGLE GROVE	IA	MINN-IOWA CHRISTIAN BROADCASTING, INC.	-93.99022	42.65497
KSVL	92.3	FM	SMITH	NV	THE EVANS BROADCAST COMPANY, INC.	-119.18542	38.68489
KPPL	92.5	FM	POPLAR BLUFF	MO	-	-90.37233	36.84978
KFEB	107.5	FM	CAMPBELL	MO	EAGLE BLUFF ENTERPRISES	-89.85453	36.49867
KVAZ	91.5	FM	HENRYETTA	OK	SOUTH CENTRAL OKLAHOMA CHRISTIAN BROADCASTING, INC.	-95.97083	35.54817
KHTE-FM	96.5	FM	ENGLAND	AR	CRAIN MEDIA GROUP, LLC	-92.15764	34.48619
KHTA	92.5	FM	WAKE VILLAGE	TX	HOUSTON CHRISTIAN BROADCASTERS, INC.	-93.97019	33.41483
KMKT	93.1	FM	BELLS	TX	ALPHA MEDIA LICENSEE LLC	-96.44361	33.69206
KOJB	90.1	FM	CASS LAKE	MN	LEECH LAKE BAND OF OJIBWE	-94.21219	47.33439
WVCH	740	AM	CHESTER	PA	WVCH COMMUNICATIONS, INC.	-75.40667	39.87722
KMRF	1510	AM	MARSHFIELD	MO	NEW LIFE EVANGELISTIC CENTER, INC	-92.96194	37.31917
KFLW	98.9	FM	ST. ROBERT	MO	OZARK MEDIA, INC.	-92.01794	37.87836
WUMJ	97.5	FM	FAYETTEVILLE	GA	RADIO ONE LICENSES, LLC	-84.58269	33.50372
WMOR-FM	106.1	FM	MOREHEAD	KY	MORGAN COUNTY INDUSTRIES, INC.	-83.44881	38.18231
KTND	93.5	FM	ASPEN	CO	BS&T WIRELESS, INC.	-106.9595	39.31553
KNGL	1540	AM	MCPHERSON	KS	DAVIES COMMUNICATIONS, INC.	-97.66806	38.33861
WUUB	106.3	FM	JUPITER	FL	GOOD KARMA BROADCASTING, LLC	-80.07558	26.80006
WWFY	100.9	FM	BERLIN	VT	GREAT EASTERN RADIO, LLC	-72.47397	44.12517
WCSO	90.5	FM	COLUMBUS	MS	AMERICAN FAMILY ASSOCIATION	-88.23503	33.34567
KHCP	89.3	FM	PARIS	TX	HOUSTON CHRISTIAN BROADCASTERS, INC.	-95.46383	33.82678
KLEA	95.7	FM	HOBBS	NM	NOALMARK BROADCASTING CORPORATION	-103.15158	32.72428
KVOB	95.5	FM	LINDSBORG	KS	ROCKING M MEDIA, LLC	-97.69197	38.66667
KIRK	99.9	FM	MACON	MO	ALPHA MEDIA LICENSEE LLC	-92.57353	39.60058
WOYS	100.5	FM	APALACHICOLA	FL	EAST BAY BROADCASTING, INC.	-84.88992	29.73272
KSOO-FM	99.1	FM	LENNOX	SD	TOWNSQUARE MEDIA SIOUX FALLS LICENSE, LLC	-96.80561	43.37664
WQLC	102.1	FM	WATERTOWN	FL	DOCKINS BROADCAST GROUP, LLC	-82.80483	30.233
KCHW	102.7	FM	CHEWELAH	WA	NORTHEAST WASHINGTON COMMUNITY RADIO GUILD	-117.77553	48.26406
KPMX	105.7	FM	STERLING	CO	NORTHEAST COLORADO BROADCASTING LLC	-103.12328	40.5325
WWRW	105.5	FM	MOUNT STERLING	KY	CLARITY COMMUNICATIONS, INC.	-84.31217	38.06925
KSAM-FM	101.7	FM	HUNTSVILLE	TX	HEH COMMUNICATIONS, LLC	-95.55133	30.69464
KMVL-FM	100.5	FM	MADISONVILLE	TX	LEON HUNT	-95.95272	31.11128
KBLZ	102.7	FM	WINONA	TX	S.O. 2,000, LC	-95.11217	32.38597
KVVL	97.1	FM	MARYVILLE	MO	NODAWAY BROADCASTING CORPORATION	-94.96803	40.39194
KPVR	94.1	FM	BOWLING GREEN	MO	GATEWAY CREATIVE BROADCASTING, INC.	-91.06931	39.26256
WWJC	101.5	FM	AUGUSTA	WI	THE SALVATION POEM FOUNDATION, INC.	-90.96125	44.66386
KTLS-FM	106.5	FM	HOLDENVILLE	OK	THE CHICKASAW NATION	-96.5225	34.91397
WIBB-FM	97.9	FM	FORT VALLEY	GA	AMFM RADIO LICENSES, L.L.C.	-83.75714	32.57014
KMFX-FM	102.5	FM	LAKE CITY	MN	IHM LICENSES, LLC	-92.39406	44.27911
WVXR	102.1	FM	RANDOLPH	VT	VERMONT PUBLIC RADIO	-72.60386	43.95561
KRVI	106.7	FM	MOUNT VERNON	MO	SM-KRVI, LLC	-93.61575	37.15394
WSHU-FM	91.1	FM	FAIRFIELD	CT	SACRED HEART UNIVERSITY, INC.	-73.18511	41.27897
WVCO	94.9	FM	LORIS	SC	CAROLINA BEACH MUSIC, LLC	-78.77086	33.99433
KAIB	89.5	FM	SHAFTER	CA	EDUCATIONAL MEDIA FOUNDATION	-119.47206	35.61467
WPTQ	105.3	FM	GLASGOW	KY	NEWBERRY BROADCASTING, INC.	-86.10275	36.98061
KSOK-FM	95.9	FM	WINFIELD	KS	COWLEY COUNTY BROADCASTING, INC.	-96.93725	37.07558
WQXZ	103.9	FM	HAWKINSVILLE	GA	EDUCATIONAL MEDIA FOUNDATION	-83.63072	32.16764
KFNL-FM	104.3	FM	SPRING VALLEY	MN	TOWNSQUARE MEDIA ROCHESTER LICENSE, LLC	-92.64739	43.64331
KCJJ	1630	AM	IOWA CITY	IA	RIVER CITY RADIO, INC.	-91.50111	41.60083
WHOU-FM	100.1	FM	HOULTON	ME	_	-68.11336	46.14311
WNWX	96.5	FM	RHINELANDER	WI	HEARTLAND COMM. LICENSE, LLC	-89.20817	45.66744
KCRR	97.7	FM	GRUNDY CENTER	IA	TOWNSQUARE MEDIA WATERLOO LICENSE, LLC	-92.53214	42.39056
WQZQ	830	AM	GOODLETTSVILLE	TN	WYCQ, INC.	-86.71583	36.27278
KNOD	105.3	FM	HARLAN	IA	WIRELESS BROADCASTING, LLC	-95.26969	41.61664
WKLW-FM	94.7	FM	PAINTSVILLE	KY	S.I.P. BROADCASTING COMPANY, INC.	-82.80069	37.79508
WMHW-FM	91.5	FM	MOUNT PLEASANT	MI	CENTRAL MICHIGAN UNIVERSITY	-84.77472	43.57586
WEBR	1440	AM	NIAGARA FALLS	NY	KENMORE BROADCASTING COMMUNICATIONS, INC.	-79.01639	43.08111
WQRB	95.1	FM	BLOOMER	WI	CAPSTAR TX, LLC	-91.54208	44.92883
KJRL	105.7	FM	HERINGTON	KS	GREAT PLAINS CHRISTIAN RADIO, INC	-96.98614	38.61694
KRCY-FM	96.7	FM	LAKE HAVASU CITY	AZ	RICK L. MURPHY	-114.19439	34.55167
WGCK-FM	99.7	FM	COEBURN	VA	LETCHER COUNTY BROADCASTING, INC.	-82.64264	37.05425
KMDR	95.1	FM	MCKINLEYVILLE	CA	MAD RIVER RADIO, INC.	-124.00256	40.82542
KEWL-FM	95.1	FM	NEW BOSTON	TX	AMERICAN MEDIA INVESTMENTS INC.	-94.41992	33.43761
WZEZ	104.9	FM	BALSAM LAKE	WI	ZOE COMMUNICATIONS, INC.	-92.19242	45.49078
WTMB	94.5	FM	TOMAH	WI	MAGNUM RADIO, INC.	-90.48983	43.89883
KOMB	103.9	FM	FORT SCOTT	KS	FORT SCOTT BROADCASTING CO., INC.	-94.76747	37.90781
WYDL	100.3	FM	MIDDLETON	TN	FLINN BROADCASTING CORPORATION	-88.66089	35.00369
KGDL	92.1	FM	TRENT	TX	RADIO TRENT LLC	-100.13122	32.63483
KUOP	91.3	FM	STOCKTON	CA	CALIFORNIA STATE UNIVERSITY, SACRAMENTO	-121.35158	37.47992
WRHQ	105.3	FM	RICHMOND HILL	GA	THOROUGHBRED COMMUNICATIONS, INC.	-81.12372	32.04797
KTSO	100.9	FM	SAPULPA	OK	KXOJ, INC.	-96.03778	35.96731
KSCR-FM	93.5	FM	BENSON	MN	HEADWATERS MEDIA, LLC	-95.56364	45.31831
KRKN	104.3	FM	ELDON	IA	O-TOWN COMMUNICATIONS, INC.	-92.30575	40.86836
KPWA	93.5	FM	BISMARCK	AR	HOUSTON CHRISTIAN BROADCASTERS, INC.	-93.27964	34.23128
KSSM	103.1	FM	COPPERAS COVE	TX	TOWNSQUARE MEDIA KILLEEN-TEMPLE LICENSE, LLC	-97.94742	31.08489
KVST	99.7	FM	HUNTSVILLE	TX	NEW WAVO COMMUNICATION GROUP, INC.	-95.48411	30.60103
WXMK	105.9	FM	DOCK JUNCTION	GA	GOLDEN ISLES BROADCASTING, LLC	-81.4915	31.19439
KBXR	102.3	FM	COLUMBIA	MO	CUMULUS LICENSING LLC	-92.27575	39.01447
KCRI	89.3	FM	INDIO	CA	SANTA MONICA COMMUNITY COLLEGE DISTRICT	-116.22497	33.80161
WIDS	570	AM	RUSSELL SPRINGS	KY	HAMMOND BROADCASTING, INC.	-85.08028	37.09417
KEMR	1080	AM	MORIARTY	NM	ISLETA RADIO COMPANY	-105.91642	35.00908
KROO	1430	AM	BRECKENRIDGE	TX	FOR THE LOVE OF THE GAME,LLC	-98.94	32.79222
KKIN-FM	94.3	FM	AITKIN	MN	R & J BROADCASTING, INC.	-93.59967	46.68828
KASR	92.7	FM	VILONIA	AR	CREATIVE MEDIA INCORPORATED	-92.07125	35.05731
WDYZ	660	AM	ALTAMONTE SPRINGS	FL	JVC MEDIA OF FLORIDA, LLC	-81.34917	28.69306
KILR-FM	95.9	FM	ESTHERVILLE	IA	JACOBSON BROADCASTING COMPANY, INC.	-94.82333	43.42911
KVAR	93.7	FM	PINE RIDGE	SD	ALLEYCAT COMMUNICATIONS	-102.65267	42.82969
KPVW	107.1	FM	ASPEN	CO	ENTRAVISION HOLDINGS, LLC	-106.9595	39.31553
KSIB-FM	101.3	FM	CRESTON	IA	G. O. RADIO, LIMITED	-94.37522	41.09469
WMCD	106.5	FM	ROCKY FORD	GA	RADIO STATESBORO, INC.	-81.86178	32.73267
KIHK	106.9	FM	ROCK VALLEY	IA	COMMUNITY FIRST BROADCASTING, LLC	-96.31781	43.34108
WGFG	105.3	FM	BRANCHVILLE	SC	COMMUNITY BROADCASTERS, LLC	-80.80425	33.44322
KLXK	93.5	FM	BRECKENRIDGE	TX	FOR THE LOVE OF THE GAME,LLC	-98.94033	32.79233
WKKQ	96.1	FM	BARBOURVILLE	KY	CHOICE RADIO CORPORATION	-83.89964	36.86647
WFRJ	88.9	FM	JOHNSTOWN	PA	FAMILY STATIONS, INC.	-78.98197	40.37147
WCIF	106.3	FM	MELBOURNE	FL	FIRST BAPTIST CHURCH, INC.	-80.70283	28.13781
WWIS-FM	99.7	FM	BLACK RIVER FALLS	WI	WWIS RADIO, INC.	-90.89208	44.31967
WONA-FM	95.1	FM	VAIDEN	MS	SOUTHERN ELECTRONICS CO., INC.	-89.74786	33.58233
KMRJ	99.5	FM	RANCHO MIRAGE	CA	R M BROADCASTING, LLC	-116.22778	33.87086
KVRH-FM	92.3	FM	SALIDA	CO	THREE EAGLES COMMUNICATIONS OF COLORADO, LLC	-106.01778	38.45303
KUMA-FM	92.1	FM	PILOT ROCK	OR	EMG2, LLC	-118.99942	45.589
WJMT	730	AM	MERRILL	WI	SUNRISE BROADCASTING LLC.	-89.63889	45.17917
WBGZ	1570	AM	ALTON	IL	METROPLEX COMMUNICATIONS, INC.	-90.2175	38.92806
WJFN	820	AM	CHESTER	VA	DISRUPTOR RADIO LLC	-77.42778	37.38167
WSHP-FM	103.9	FM	EASLEY	SC	RADIO TRAINING NETWORK, INC.	-82.52667	34.83917
WLVG	105.1	FM	CLERMONT	GA	EDUCATIONAL MEDIA FOUNDATION	-83.77769	34.56619
KWXX-FM	94.7	FM	HILO	HI	NEW WEST BROADCASTING CORP.	-155.09028	19.78389
KXXJ	1330	AM	JUNEAU	AK	JUNEAU ALASKA COMMUNICATIONS, LLC	-134.44056	58.30139
KPIO-FM	93.7	FM	PLEASANTON	KS	CATHOLIC RADIO NETWORK, INC.	-94.94358	38.23975
KVCK-FM	92.7	FM	WOLF POINT	MT	WOLFTRAX BROADCASTING, LLC	-105.66944	48.18586
KGFF	1450	AM	SHAWNEE	OK	CITIZEN POTAWATOMI NATION	-96.8775	35.35278
KLZA	101.3	FM	FALLS CITY	NE	KNZA, INC	-95.65194	40.115
KLTC	1460	AM	DICKINSON	ND	IHM LICENSES, LLC	-102.82972	46.84889
WNXR	107.3	FM	IRON RIVER	WI	HEARTLAND COMM. LICENSE, LLC	-91.41408	46.54689
WIGH	88.7	FM	JACKSON	TN	AMERICAN FAMILY ASSOCIATION	-88.602	35.722
KLED	93.3	FM	ANTELOPE VALLEY-CRES	WY	LEGEND COMMUNICATIONS OF WYOMING, LLC	-105.53917	44.24303
KJDM	101.7	FM	LINDSBORG	KS	DIVINE MERCY RADIO, INC.	-97.69197	38.66667
WWTH	100.7	FM	OSCODA	MI	EDWARDS COMMUNICATIONS, LC	-83.37775	44.57833
KANI	1500	AM	WHARTON	TX	MARTIN BROADCASTING, INC.	-96.05889	29.32278
KEYA	88.5	FM	BELCOURT	ND	KEYA, INC.	-99.75097	48.84361
KTCS	1410	AM	FORT SMITH	AR	BIG CHIEF BROADCASTING CO.	-94.37639	35.27778
KIXT	106.7	FM	HEWITT	TX	PROPHECY MEDIA GROUP, LLC	-97.2325	31.35572
KBEC	1390	AM	WAXAHACHIE	TX	FAYE AND RICHARD TUCK, INC.	-96.80417	32.44583
KBRK	1430	AM	BROOKINGS	SD	ALPHA 3E LICENSEE LLC	-96.76694	44.30333
WICC	600	AM	BRIDGEPORT	CT	CONNOISSEUR MEDIA LICENSES, LLC	-73.16472	41.16
KCKR	91.9	FM	CHURCH POINT	LA	FAMILY WORSHIP CENTER CHURCH, INC.	-92.08511	30.32992
WJWV	90.9	FM	FORT GAINES	GA	GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION	-85.02825	31.60489
KOSY	790	AM	TEXARKANA	AR	TOWNSQUARE MEDIA TEXARKANA LICENSE, LLC	-94.01694	33.37361
KMFC	92.1	FM	CENTRALIA	MO	EDUCATIONAL MEDIA FOUNDATION	-92.16461	39.16614
WOWN	99.3	FM	SHAWANO	WI	RESULTS BROADCASTING INC.	-88.33369	44.75386
WMNC-FM	92.1	FM	MORGANTON	NC	COOPER BROADCASTING COMPANY	-81.72175	35.75264
KICP	105.9	FM	PATTERSON	IA	IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY	-93.83878	41.31039
WYHW	104.5	FM	CAROLINA BEACH	NC	BIBLE BROADCASTING NETWORK, INC.	-77.97144	34.09786
KIKD	106.7	FM	LAKE CITY	IA	CARROLL BROADCASTING COMPANY	-94.81386	42.12053
KMIS	1050	AM	PORTAGEVILLE	MO	POLLACK BROADCASTING CO.	-89.69139	36.42528
KQEW	102.3	FM	FORDYCE	AR	DALLAS PROPERTIES, INC.	-92.43625	33.80289
WBXE	93.7	FM	BAXTER	TN	STONECOM COOKEVILLE, LLC	-85.41108	36.18422
KOTM-FM	97.7	FM	OTTUMWA	IA	O-TOWN COMMUNICATIONS, INC.	-92.48242	41.02444
KCNL	105.9	FM	QUARTZSITE	AZ	MARVIN VOSPER	-114.34967	33.57003
KHKZ	106.3	FM	SAN BENITO	TX	CLEAR CHANNEL BROADCASTING LICENSES, INC.	-97.83233	26.14342
KCVY	89.9	FM	CABOOL	MO	LAKE AREA EDUCATIONAL BROADCASTING FOUNDATION	-92.05294	37.09228
WFEN	88.3	FM	ROCKFORD	IL	FAITH CENTER	-89.13511	42.36336
KBQL	92.7	FM	LAS VEGAS	NM	SANGRE DE CRISTO BROADCASTING CO., INC.	-105.17167	35.57311
KDMB	88.7	FM	MOSES LAKE	WA	DIVINE MERCY BROADCASTING	-119.70622	47.31867
KCYZ	105.1	FM	AMES	IA	CITICASTERS LICENSES, INC.	-93.64856	42.07719
WKMD	90.9	FM	MADISONVILLE	KY	BOARD OF REGENTS, MURRAY STATE UNIVERSITY	-87.51556	37.36311
WION	1430	AM	IONIA	MI	PACKER RADIO WION, LLC	-85.08583	43.00444
