callSign	frequency	type	city	state	name	longitude	latitude
K249EJ	97.7	FM	DES MOINES	IA	UNIVERSITY OF NORTHERN IOWA	-93.64161	41.58389
W267CD	101.3	FM	MILFORD	MA	FIRST CLASS RADIO CORP.	-71.54756	42.15536
K283CN	104.5	FM	FORT COLLINS	CO	BRAHMIN BROADCASTING CORPORATION	-105.19858	40.54636
K249FF	97.7	FM	SPOKANE	WA	LIBERTY BROADCASTING SYSTEM, LLC	-117.33522	47.69406
K284BS	104.7	FM	LAWRENCE	KS	FOOTPRINT RADIO BROADCASTING MINISTRY, INC.	-95.175	38.89611
WCNB	91.5	FM	DAYTON	IN	COMMUNITY RADIO PARTNERS	-86.58747	40.27953
K236CT	95.1	FM	PAWHUSKA	OK	POTTER RADIO, LLC	-96.34278	36.65422
W246DG	97.1	FM	CLEVELAND	TN	BEVERLY BROADCASTING COMPANY, LLC	-84.85444	35.23367
WLNC	1300	AM	LAURINBURG	NC	SCOTLAND BROADCASTING COMPANY, INC.	-79.43944	34.78333
KDUT-FM2	102.3	FM	SALT LAKE CITY	UT	ALPHA MEDIA LICENSEE LLC	-111.8905	40.808
K285GA	104.9	FM	GOLD BEACH	OR	GOLD BEACH GOSPEL ECHOES	-124.36511	42.39706
K227BQ	93.3	FM	GRAND ISLAND	NE	LEGACY COMMUNICATIONS, LLC	-98.39672	40.86472
K201IJ	88.1	FM	MIAMI, ETC.	OK	DAVID INGLES MINISTRIES, INC.	-94.79633	36.88283
WAED	88.5	FM	LEE	IL	AMERICAN EDUCATION FOUNDATION, INC.	-88.93425	41.74364
W231AD	94.1	FM	CHARLOTTESVILLE	VA	MONTICELLO MEDIA LLC	-78.48917	38.03042
K276FP	103.1	FM	JACKSONVILLE	OR	BICOASTAL MEDIA LICENSES VI, LLC	-123.00533	42.28678
W238BH	95.5	FM	KENDALLVILLE	IN	NORTHEAST INDIANA BROADCASTING, INC.	-85.26219	41.45533
K293CN	106.5	FM	CLARKSVILLE	TX	IGLESIA CRISTIANA EBENEZER	-96.29347	33.14928
W227AX	93.3	FM	MOREHEAD	KY	EDUCATIONAL MEDIA FOUNDATION	-83.40767	38.17589
K280GU	103.9	FM	LUBBOCK	TX	TOWNSQUARE MEDIA LUBBOCK LICENSE, LLC	-101.85683	33.51786
W282CI	104.3	FM	TAMPA	FL	RELEVANT RADIO, INC.	-82.40119	27.93197
K296HM	107.1	FM	GRETNA	LA	ROBERT C. BLAKES ENTERPRISES INC	-90.07036	29.95214
K255DI	98.9	FM	FORDYCE	AR	KBJT, INC.	-92.43625	33.80289
W218CW	91.5	FM	WEST PALM	FL	FAMILY STATIONS, INC.	-80.05142	26.70756
KSRA-FM	92.7	FM	SALMON	ID	BITTERROOT COMMUNICATIONS, INC.	-113.87089	45.18381
K224DB	92.7	FM	WILLMAR	MN	UNIVERSITY OF NORTHWESTERN-ST. PAUL	-95.08389	45.19442
K259AV	99.7	FM	WATERLOO	IA	FLORIDA PUBLIC RADIO, INC.	-92.37492	42.44583
K205DM	88.9	FM	GLIDE	OR	CSN INTERNATIONAL	-123.06478	43.37094
K205FP	88.9	FM	FALLS CITY	NE	NEBRASKA EDUCATIONAL TELECOMMUNICATIONS COMMISSION	-95.66556	40.21972
W268CE	101.5	FM	MORGANTOWN	KY	BEECH TREE PUBLISHING INC.	-86.69944	37.227
K250BU	97.9	FM	BETTENDORF	IA	EDUCATIONAL MEDIA FOUNDATION	-90.43469	41.60369
W261DJ	100.1	FM	RANDOLPH	VT	SUGAR RIVER MEDIA, LLC	-72.59908	43.95328
WCBN-FM	88.3	FM	ANN ARBOR	MI	REGENTS OF THE UNIVERSITY OF MICHIGAN	-83.69828	42.29669
K269GU	101.7	FM	BRENHAM	TX	TOM S. WHITEHEAD, INC.	-96.42247	30.16828
W269DC	101.7	FM	RICHMOND	VA	TBLC VIRGINIA STATIONS, LLC	-77.43608	37.53764
WZXX	88.5	FM	LAWRENCEBURG	TN	RADIO BY GRACE, INC.	-87.32753	35.20342
KNJT	90.3	FM	COLDWATER	KS	FLORIDA PUBLIC RADIO, INC.	-99.32622	37.26836
K258AG	99.5	FM	MITCHELL	SD	VCY AMERICA, INC.	-98.06342	43.70136
WLVR-FM	91.3	FM	BETHLEHEM	PA	LEHIGH UNIVERSITY	-75.35906	40.60119
W243DJ	96.5	FM	NORFOLK	VA	SINCLAIR TELECABLE, INC. D/B/A SINCLAIR COMMUNICATIONS	-76.20689	36.82903
W233CI	94.5	FM	ATHENS	TN	CORNERSTONE BROADCASTING, INC.	-84.59994	35.46425
W245CV	96.9	FM	WATSEKA	IL	IROQUOIS COUNTY BROADCASTING COMPANY	-87.75475	40.79364
KRVG-FM1	95.5	FM	WEST GLENWOOD	CO	WESTERN SLOPE COMMUNICATIONS, L.L.C.	-107.317	39.56108
WMUA	91.1	FM	AMHERST	MA	UNIVERSITY OF MASSACHUSETTS	-72.52203	42.39369
W297AA	107.3	FM	CLARKSBURG	WV	WEST VIRGINIA EDUCATIONAL BROADCASTING AUTHORITY	-80.32953	39.28508
KGHP	89.9	FM	GIG HARBOR	WA	PENINSULA SCHOOL DISTRICT NO. 401	-122.77233	47.24064
K258BZ	99.5	FM	SUGAR LAND	TX	CENTRO CRISTIANO DE VIDA ETERNA	-95.55217	29.62328
K245CA	96.9	FM	SPRINGFIELD	MO	ZIMMER RADIO OF MID-MISSOURI, INC.	-93.31983	37.16356
K227AO	93.3	FM	SPRINGFIELD	MO	ZIMMER RADIO OF MID-MISSOURI, INC.	-93.31983	37.16356
K222DJ	92.3	FM	PUEBLO	CO	IHM LICENSES, LLC	-104.63772	38.35886
K257GR	99.3	FM	PUEBLO	CO	IHM LICENSES, LLC	-104.63772	38.35886
W283CR	104.5	FM	MORGANTOWN	WV	WEST VIRGINIA RADIO CORPORATION	-79.985	39.60806
KVOG	1530	AM	AGANA	GU	GUAM POWER II, INC.	144.67222	13.45667
KZML-FM1	95.9	FM	WENATCHEE	WA	BUSTOS MEDIA HOLDINGS, LLC	-120.27481	47.39708
WJWT	91.7	FM	GARDNER	MA	HORIZON CHRISTIAN FELLOWSHIP	-72.05119	42.55814
K263AM	100.5	FM	TAHLEQUAH	OK	EDUCATIONAL MEDIA FOUNDATION	-94.95494	35.93703
K288FI	105.5	FM	TEXARKANA	TX	TEXARKANA RADIO CENTER LICENSES, LLC	-94.11992	33.42928
W244CP	96.7	FM	SOUTH HILL	VA	LAKES MEDIA LLC	-78.16139	36.74431
W239BL	95.7	FM	POUGHKEEPSIE	NY	DIGITAL RADIO BROADCASTING, INC.	-74.00292	41.69953
W240BV	95.9	FM	ORLANDO	FL	CENTRAL FLORIDA EDUCATIONAL FOUNDATION, INC.	-81.41786	28.60589
W264CO	100.7	FM	MARION	AR	BOTT BROADCASTING COMPANY/TENNESSEE	-89.90008	34.99258
K231BM	94.1	FM	POPLAR BLUFF	MO	EAGLE BLUFF ENTERPRISES	-90.48122	36.76644
W225CP	92.9	FM	HARTFORD	WI	TOMSUN MEDIA, LLC	-88.12369	43.15111
W292FY	106.3	FM	WINDSOR	NC	DR. TINE HICKS & ASSOCIATE	-76.97606	36.0685
W237FD	95.3	FM	LAWRENCEBURG	TN	RADIO7MEDIA, LLC.	-87.37639	35.13589
K238AK	95.5	FM	PALM DESERT	CA	MAJOR MARKET RADIO LLC	-116.22583	33.80225
W254DB	98.7	FM	CHATTANOOGA	TN	JACKSON TELECASTERS, INC.	-85.33381	35.12922
K277CV	105.7	FM	TUCSON	AZ	KZLZ, LLC	-111.11706	32.24925
K220CN	91.9	FM	KIRKSVILLE, ETC.	MO	CARE BROADCASTING, INC.	-92.54406	40.22947
K278AY	103.5	FM	DEL NORTE	CO	-	-106.58892	37.72972
W237DH	95.3	FM	ONEONTA	AL	OUR TOWN RADIO, INC.	-86.48497	33.94675
K281CR	104.1	FM	NEEDLES	CA	RUBIN BROADCASTING, INC.	-114.52636	35.09806
K278CI	103.5	FM	YORK	NE	NEBRASKA RURAL RADIO ASSOCIATION	-97.59978	40.84083
K261CR	100.1	FM	CHICKASHA	OK	SOUTH CENTRAL OKLAHOMA CHRISTIAN BROADCASTING, INC.	-97.89028	35.04806
K220FA	91.9	FM	HAVILAND	KS	GREAT PLAINS CHRISTIAN RADIO, INC.	-99.10067	37.61447
W262BG	100.3	FM	XENIA	OH	TOWN AND COUNTRY BROADCASTING, INC.	-83.92992	39.71506
K260AM	99.9	FM	DES MOINES	IA	SAGA COMMUNICATIONS OF IOWA, LLC	-93.45744	41.63194
W252CR	98.3	FM	DALTON	GA	NORTH GEORGIA RADIO GROUP, L.P.	-84.89467	34.82842
K229BA	93.7	FM	CANTON	TX	IGLESIA CRISTIANA EBENEZER	-95.94942	32.69625
KIBE	104.9	FM	BROKEN BOW	OK	EASTERN OKLAHOMA STATE COLLEGE	-94.74328	34.03372
K223AN	92.5	FM	COEUR D'ALENE	ID	QUEENB RADIO, INC.	-116.73072	47.73156
K218ER	91.5	FM	BERLIN	OK	CSN INTERNATIONAL	-99.46064	35.45033
K265FE	100.9	FM	SHAWNEE	OK	CITIZEN POTAWATOMI NATION	-97.01586	35.38228
K259CX	99.7	FM	BALL	LA	CAPITAL CITY RADIO CORPORATION	-92.47431	31.37797
K255DG	98.9	FM	MAYVILLE	ND	KMSR, INC.	-97.35119	47.49917
W249DY	97.7	FM	WATERBURY	CT	WATR INC	-72.84456	41.56317
KHSH-LP	94.3	FM	REDLANDS	CA	CALVARY CHAPEL OF REDLANDS D/B/A PACKINGHOUSE CHRISTIAN FWP	-117.09781	34.04444
K209AJ	89.7	FM	VERNAL, ETC.	UT	UTAH STATE UNIVERSITY OF AGRICULTURE AND APPLIED SCIENCE	-109.16428	40.35022
K261DR	100.1	FM	WICHITA	KS	THE LOVE STATION, INC.	-97.33672	37.61669
W237DU	95.3	FM	WASHINGTON	GA	MOPATCHES, LLC	-82.71931	33.73403
K234CE	94.7	FM	SEDALIA	MO	COMMUNITY BROADCASTING, INC.	-93.25464	38.67642
WHMF	91.1	FM	MARIANNA	FL	RADIO 74 INTERNATIONALE	-85.18853	30.751
W256CV	99.1	FM	BOONE	NC	EASTERN AIRWAVES, LLC	-81.69814	36.23289
K266CE	101.1	FM	GRAND JUNCTION	CO	MBC GRAND BROADCASTING, INC.	-108.74539	39.06636
W260BW	99.9	FM	BRIDGETON	NJ	SNJ TODAY, LLC	-75.20297	39.45872
K264BT	100.7	FM	MUSKOGEE	OK	COMMUNITY BROADCASTING, INC.	-95.25247	35.71289
WYBX	88.3	FM	KEY WEST	FL	BIBLE BROADCASTING NETWORK, INC.	-81.74008	24.57236
W267CR	101.3	FM	WASHINGTON	GA	SOUTHERN STONE COMMUNICATIONS, LLC	-82.71931	33.73403
K245CZ	96.9	FM	WICHITA FALLS	TX	TOWNSQUARE MEDIA WICHITA FALLS LICENSE, LLC	-98.54256	33.89761
W292FT	106.3	FM	TERRE HAUTE	IN	WORD POWER, INC.	-87.47558	39.55031
W229DB	93.7	FM	BUFFALO	KY	LINCOLN RADIO, LLC	-85.73608	37.55478
W276DO	103.1	FM	GLASGOW	KY	ROYSE RADIO ,INC.	-85.87219	36.98394
K285BK	104.9	FM	TABIONA, ETC.	UT	UNIVERSITY OF UTAH	-110.78958	40.36133
K260AO	99.9	FM	MCCALL	ID	CSN INTERNATIONAL	-116.13539	44.99989
K256AN	99.1	FM	MCCALL	ID	CSN INTERNATIONAL	-116.13539	44.99989
W292DV	106.3	FM	NEW YORK	NY	APPLE 107.1, INC.	-73.98625	40.75622
KIOP	88.3	FM	PRAGUE	OK	ST. WENCESLAUS CATHOLIC CHURCH OF PRAGUE, OKLAHOMA	-96.80558	35.47867
KNHK-FM3	104.5	FM	SANDPOINT	ID	LEGEND BROADCASTING, LLC	-116.50989	48.22908
K232FX	94.3	FM	GRANGER	IA	M&M BROADCASTING, INC.	-93.86078	41.72639
K277DS	103.3	FM	BILLINGS	MT	TOWNSQUARE MEDIA BILLINGS LICENSE, LLC	-108.45597	45.76633
W275BP	102.9	FM	JEFFERSON CITY	TN	LAKEWAY BROADCASTING LLC	-83.48739	36.07064
WNTT	1250	AM	TAZEWELL	TN	WNTT, INC.	-83.57194	36.44694
K272DI	102.3	FM	FILLMORE	CA	SANTA MONICA COMMUNITY COLLEGE DISTRICT	-119.03928	34.32556
W277DC	103.3	FM	BATESBURG	SC	AUGUSTA RADIO FELLOWSHIP INSTITUTE, INC	-81.55425	33.88042
W279DI	103.7	FM	KISSIMMEE	FL	FLORIDA BROADCASTERS PARTNERSHIP	-81.38669	28.36725
K241AP	96.1	FM	FERNDALE	AR	EDUCATIONAL MEDIA FOUNDATION	-92.4785	34.79258
K274BA	102.7	FM	PARIS	TX	SOUTH CENTRAL OKLAHOMA CHRISTIAN BROADCASTING, INC.	-95.46383	33.82678
K222BJ	92.3	FM	ASHLAND	KS	KANZA SOCIETY, INC.	-99.81189	37.21931
W226BE	93.1	FM	NEW MARTINSVILLE	WV	DAILEY CORPORATION	-80.91286	39.65283
K220CO	91.9	FM	SOUTH LAKE TAHOE, ET	CA	WESTERN INSPIRATIONAL BROADCASTERS, INC.	-120.03586	38.91022
K255AH	98.9	FM	JOPLIN	MO	BOARD OF GOVERNORS OF MISSOURI STATE UNIVERSITY	-94.47689	36.98172
K230BI	93.9	FM	WARSAW	MO	COMMUNITY BROADCASTING, INC.	-93.31853	38.23808
K272GA	102.3	FM	WATERLOO	IA	COLOFF MEDIA, LLC	-92.43778	42.41306
K228FV	93.5	FM	ST. JOSEPH	MN	GABRIEL MEDIA	-94.37333	45.63858
K203FB	88.5	FM	HAYS	KS	GREAT PLAINS CHRISTIAN RADIO, INC.	-99.35233	38.95806
WOCC	1550	AM	CORYDON	IN	TWO HAWKS COMMUNICATIONS LLC	-86.13556	38.18639
K296AF	107.1	FM	HEBER	UT	WASATCH COUNTY COMMISSION	-111.47628	40.55994
KKGO-FM1	105.1	FM	SANTA CLARITA	CA	MOUNT WILSON FM BROADCASTERS, INC.	-118.60011	34.32967
KQEO-FM1	107.1	FM	POCATELLO	ID	SANDHILL MEDIA CORPORATION	-112.44664	42.8485
W228CL	93.5	FM	FRANKFORT	KY	SOUTHERN BELLE, LLC	-84.91494	38.22175
W270CW	101.9	FM	BELOIT	WI	SCOTT THOMPSON T/A BIG RADIO	-89.02872	42.45947
K253BF	98.5	FM	CHANUTE	KS	OUR LADY OF MT. CARMEL EDUCATION AND EVANGELIZATION SOCIETY	-95.65303	37.59978
W281CC	104.1	FM	ST. JOHNSBURY	VT	VERMONT BROADCAST ASSOCIATES, INC	-71.96981	44.41061
W291DG	106.1	FM	LAWRENCEBURG	TN	ROGER WRIGHT DBA PROSPECT COMMUNICATIONS	-87.32503	35.25508
W279ED	103.7	FM	MARTINSVILLE	VA	POSITIVE ALTERNATIVE RADIO, INC.	-79.93119	36.82133
W232DK	94.3	FM	AUBURN	IN	NORTHEAST INDIANA BROADCASTING, INC.	-85.03469	41.407
K296CA	107.1	FM	CLOVER PASS	AK	RAINBIRD COMMUNITY BROADCASTING CORP	-131.79639	55.36158
W289BL	105.7	FM	ROCKY MOUNT	NC	JOHNSON BROADCASTING VENTURES, LTD	-77.56997	35.92906
K299BA	107.7	FM	OTTUMWA	IA	O-TOWN COMMUNICATIONS, INC.	-92.48242	41.02444
K229DC	93.7	FM	EUGENE	OR	BICOASTAL MEDIA LICENSES V, LLC	-123.11425	44.00178
W278CN	103.5	FM	EATONVILLE	FL	BLACK MEDIA WORKS, INC.	-81.23172	28.56889
W287DN	105.3	FM	CAMBRIDGE	MD	WBOC, INC.	-76.08133	38.58428
K232AR	94.3	FM	MOAB	UT	BRANDT ELLIS PIERCE	-109.32539	38.52858
W260DA	99.9	FM	BARTOW	FL	FLORIDA BROADCASTING MEDIA, LLC	-81.91231	27.94336
W223DE	92.5	FM	MARION	VA	BRISTOL BROADCASTING COMPANY, INC.	-81.50472	36.85611
K261DL	100.1	FM	BANDON	OR	JPR FOUNDATION, INC.	-124.27425	42.95869
K264AJ	100.7	FM	LAWTON	OK	EDUCATIONAL MEDIA FOUNDATION	-98.27422	34.60758
K240DS	95.9	FM	GARLAND	TX	CENTRAL PARK CHURCH OF GOD, INC.	-96.56361	32.84347
K281BS	104.1	FM	HIAWATHA	IA	EDUCATIONAL MEDIA FOUNDATION	-91.67378	42.0325
K248CE	97.5	FM	DAVENPORT	IA	EDUCATIONAL MEDIA FOUNDATION	-90.67347	41.50086
W266CV	101.1	FM	BRADDOCK	PA	PITTSBURGH PUBLIC MEDIA	-79.99422	40.472
K284CT	104.7	FM	JACKSONVILLE	TX	EAST TEXAS RESULTS MEDIA, LLC	-95.26467	31.96989
K281CY	104.1	FM	VIVIAN	LA	MLS BROADCASTING,	-93.98297	32.90236
W297CD	107.3	FM	HANCOCK	MI	J & J BROADCASTING, INC.	-88.5915	47.10131
W270DK	101.9	FM	ELKHART	IN	PATHFINDER COMMUNICATIONS CORPORATION	-85.9475	41.67478
W271DM	102.1	FM	MARIANNA	FL	MFR, INC.	-85.25047	30.76794
K250BR	97.9	FM	MODESTO	CA	RELEVANT RADIO, INC.	-121.02439	37.64992
W206AW	89.1	FM	PAWLING	NY	SOUND OF LIFE, INC.	-73.53483	41.71397
K211DW	90.1	FM	TUCUMCARI	NM	FAMILY LIFE BROADCASTING SYSTEM	-103.69939	35.13394
K287AN	105.3	FM	FAYETTEVILLE	AR	PERRY BROADCASTING OF ARKANSAS, INC.	-94.18714	36.14731
K212GA	90.3	FM	EVANSTON	WY	CSN INTERNATIONAL	-110.90794	41.35244
KVJS	88.1	FM	ARROYO	TX	VISION HISPANA INCORPORATED INTERNACIONAL	-97.41789	26.33994
K201FN	88.1	FM	DICKINSON	ND	CSN INTERNATIONAL	-102.73019	46.91889
K229CQ	93.7	FM	BARTLESVILLE	OK	COMMUNITY BROADCASTING, INC.	-95.85497	36.73453
W266CZ	101.1	FM	HOMER CITY	PA	FAMILY LIFE MINISTRIES, INC.	-79.14669	40.63783
W247BZ	97.3	FM	LEWISBURG	WV	RADIO GREENBRIER, LLC	-80.51506	37.79844
K211ET	90.1	FM	ASTORIA	OR	CENTRO FAMILIAR CRISTIANO	-123.89736	46.28647
W225BC	92.9	FM	ENDICOTT	NY	EQUINOX BROADCASTING CORP.	-75.94381	42.05619
W300EE	107.9	FM	MANITOWOC	WI	SEEHAFER BROADCASTING CORP	-87.62814	44.12528
W246BQ	97.1	FM	SWAINSBORO	GA	RADIOJONES, LLC	-82.35597	32.58211
W297BG	107.3	FM	ULSTER	PA	SOUTHERN BELLE, LLC	-76.54911	41.96006
W283BP	104.5	FM	STAMFORD	NY	DELAWARE COUNTY SOUNDS OF LIFE	-74.58931	42.39925
W235CQ	94.9	FM	CLINTONVILLE	WI	RESULTS BROADCASTING INC.	-88.74261	44.56692
K283CR	104.5	FM	WAIMEA	HI	HAWAII PUBLIC RADIO, INC.	-155.65606	19.88311
W223DD	92.5	FM	GADSDEN	AL	SAND MOUNTAIN BROADCASTING SERVICE, INC.	-86.20667	33.97444
K237GY	95.3	FM	PROSSER	WA	BUSTOS MEDIA HOLDINGS, LLC	-119.75475	46.18653
K258BN	99.5	FM	VERDI	NV	AMERICOM LIMITED PARTNERSHIP	-119.93964	39.57714
K211BP	90.1	FM	FLORENCE	OR	LANE COUNTY SCHOOL DISTRICT 4J	-124.01261	44.12428
KGLL	88.1	FM	GILLETTE	WY	REAL PRESENCE RADIO	-105.46306	44.23053
W249BP	99.9	FM	BOONVILLE	IN	TURPEN COMMUNICATIONS, LLC	-87.25806	38.03978
K242AZ	96.3	FM	SEARCY	AR	CRAIN MEDIA PROPERTIES, LLC	-91.96792	35.53839
K268DH	101.5	FM	WEBSTER CITY	IA	FIELDVIEW BROADCASTING LLC	-93.79689	42.46775
K291CR	106.1	FM	ENCINITAS	CA	NEW INSPIRATION BROADCASTING COMPANY, INC.	-117.20225	33.11114
W227DT	93.3	FM	BRISTOL	VA	AWAKEN BROADCASTING INC.	-82.15903	36.63094
W262CZ	100.3	FM	RALEIGH	NC	EASTERN AIRWAVES, LLC	-78.43583	35.57878
K246CZ	97.1	FM	BIG PINEY, LA BARGE	WY	WESTERN INSPIRATIONAL BROADCASTERS, INC.	-110.31994	42.32486
K225AV	92.9	FM	MIDLAND	TX	CSN INTERNATIONAL	-102.11875	31.96706
K278BB	103.5	FM	FAYETTEVILLE	AR	JOHN BROWN UNIVERSITY	-94.09131	36.18286
WELH	88.1	FM	PROVIDENCE	RI	THE WHEELER SCHOOL	-71.31769	41.8575
K262BW	100.3	FM	DUNCAN	OK	SOUTH CENTAL OKLAHOMA CHRISTIAN BROADCASTING, INC.	-97.94197	34.54675
K276FR	103.1	FM	DUNCAN	OK	EDUCATIONAL MEDIA FOUNDATION	-97.94197	34.54675
W222CB	92.3	FM	IRWIN	PA	BROADCAST COMMUNICATIONS, INC.	-79.70083	40.28889
W261BZ	100.1	FM	HUNTERSVILLE	NC	RADIO TRAINING NETWORK, INC.	-80.65117	35.40819
K252FH	98.3	FM	MOAB	UT	SAN JUAN RECORD INC	-109.32567	38.52886
K298BQ	107.5	FM	COEUR D'ALENE	ID	EDUCATIONAL MEDIA FOUNDATION	-116.73017	47.73156
W265DL	100.9	FM	DOVER-NEW PHILADELPH	OH	WJER RADIO, LLC	-81.45678	40.51283
W251CP	98.1	FM	PARKERSBURG	WV	FELLOWSHIP BAPTIST CHURCH OF VIENNA, WV	-81.49889	39.33825
W231DE	94.1	FM	BIRMINGHAM	AL	CHRISTOPHER W. JOHNSON	-86.87944	33.44428
W263BG	100.5	FM	OWENSBORO	KY	HANCOCK COMMUNICATIONS, INC.	-87.15861	37.77561
K292FV	106.3	FM	RED LODGE	MT	HI-LINE RADIO FELLOWSHIP, INC.	-109.34239	45.19411
K233CR	94.5	FM	PAWHUSKA	OK	THE LOVE STATION, INC.	-96.19083	36.62842
W256BH	99.1	FM	OXFORD	AL	THE JEFF BECK BROADCASTING GROUP, LLC	-85.81581	33.6815
K216GM	91.1	FM	CANTON	MO	COVENANT NETWORK	-91.58433	39.94172
K237GJ	95.3	FM	KENEDY-KARNES CITY	TX	SIGA BROADCASTING CORPORATION	-97.88	28.85167
W228CZ	93.5	FM	AUBURN	NC	EASTERN AIRWAVES, LLC	-78.53528	35.67656
W258DL	99.5	FM	CAMDEN	SC	GLORY COMMUNICATIONS, INC	-80.67833	34.22417
K240AU	95.9	FM	UKIAH	CA	JOY LOVINGER	-123.27389	39.32569
K218DY	91.5	FM	HOLYOKE	CO	TRI-STATE BROADCASTING ASSOCIATION, INC.	-102.35964	40.51028
KOSR	88.3	FM	STILLWATER	OK	OKLAHOMA STATE UNIVERSITY	-97.09569	36.12961
WLCU	88.7	FM	CAMPBELLSVILLE	KY	CAMPBELLSVILLE UNIVERSITY	-85.35939	37.34422
K204DI	88.7	FM	HOT SPRINGS	AR	RADIO BY GRACE, INC.	-93.11989	34.40397
K241CE	96.1	FM	FAYETTEVILLE	AR	THE BAKER FAMILY TRUST	-94.21908	36.01783
K260DA	99.9	FM	TORRINGTON	WY	KATH BROADCASTING CO., LLC	-104.20189	41.99467
W248BQ	97.5	FM	NASHVILLE	TN	CAPSTAR TX, LLC	-86.77811	36.17703
K229DH	93.7	FM	CALDWELL	ID	SALT & LIGHT RADIO, INC.	-116.63458	43.66572
K231DF	94.1	FM	KILLEEN	TX	MARTIN BROADCASTING, INC.	-97.75447	31.0985
W265DZ	100.9	FM	MAYFIELD	KY	BRISTOL BROADCASTING COMPANY, INC.	-88.64722	36.76611
K296HK	107.1	FM	FALLS CITY	NE	KNZA, INC.	-95.65194	40.115
W262AL	100.3	FM	GAINESVILLE	GA	RADIO TRAINING NETWORK, INC.	-83.78656	34.31289
W244BM	96.7	FM	APALACHICOLA	FL	FLORIDA STATE UNIVERSITY	-84.88992	29.73272
KBDA	89.7	FM	GREAT BEND	KS	AMERICAN FAMILY ASSOCIATION	-98.76369	38.33778
K299BE	107.7	FM	SAN LUIS OBISPO	CA	SPIRIT COMMUNICATIONS, INC.	-120.65656	35.36025
W239BV	95.7	FM	WINCHESTER	VA	CAPSTAR TX, LLC	-78.26444	39.17733
K243BT	96.5	FM	CLEARLAKE	CA	BICOASTAL MEDIA LICENSES, LLC	-122.76831	39.04878
W284AH	104.7	FM	LANSING	MI	WEST CENTRAL MICHIGAN MEDIA MINISTRIES	-84.51914	42.72031
K284CR	104.7	FM	PALM SPRINGS	CA	ALPHA MEDIA LICENSEE LLC	-116.435	33.86614
W237EY	95.3	FM	SARANAC LAKE	NY	NORTH COUNTRY RADIO, INC.	-74.12847	44.34031
W287DP	105.3	FM	DORADO	PR	MEDIA POWER GROUP, INC.	-66.29503	18.41572
K254BF	98.7	FM	OROVILLE	CA	CSN INTERNATIONAL	-121.46358	39.651
W243DY	96.5	FM	ROME	NY	GALAXY UTICA LICENSEE LLC	-75.17378	43.14258
KBUW	90.5	FM	BUFFALO	WY	UNIVERSITY OF WYOMING	-106.72422	44.34719
K226AN	93.1	FM	MONTESANO	WA	JODESHA BROADCASTING, INC.	-123.58958	46.95842
K240DY	95.9	FM	MARYVILLE	MO	NODAWAY BROADCASTING CORPORATION	-94.96811	40.39203
K206CJ	89.1	FM	ISSAQUAH	WA	SPIRIT COMMUNICATIONS, INC.	-121.97178	47.50508
K286BZ	105.1	FM	SHAWNEE	OK	THE UNIVERSITY OF OKLAHOMA	-97.01586	35.38228
K234CW	94.7	FM	BEATRICE	NE	FLOOD BROADCASTING, INC.	-96.77447	40.26361
K269GM	101.7	FM	BROOKINGS	OR	SOUTHERN OREGON UNIVERSITY	-124.23453	42.04536
K240EY	95.9	FM	NATCHITOCHES	LA	NORTH FACE BROADCASTING LLC	-93.06322	31.76322
W246DS	97.1	FM	BALLSTON SPA	NY	AREA INDEPENDENT RADIO, INC.	-73.62817	42.78592
W238DC	95.5	FM	GREENEVILLE	TN	RADIO GREENEVILLE, INC.	-82.84767	36.16956
W258DM	99.5	FM	GREENEVILLE	TN	RADIO GREENEVILLE, INC.	-82.84767	36.16956
W274CH	102.7	FM	MERIDIAN	MS	MATADORS, LLC	-88.71117	32.34431
K271BV	102.1	FM	ORCUTT	CA	EDGEWATER BROADCASTING, INC.	-120.59156	34.89803
WRCT	88.3	FM	PITTSBURGH	PA	WRCT RADIO, INC.	-79.94336	40.44422
KUFX-FM3	98.5	FM	PLEASANTON	CA	BONNEVILLE INTERNATIONAL CORPORATION	-121.93303	37.65939
K201EC	88.1	FM	MANITOU SPRINGS	CO	EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC.	-104.89053	38.88608
K276EO	103.1	FM	MERLIN	OR	CSN INTERNATIONAL	-123.30533	42.48928
KSNA-FM1	100.7	FM	POCATELLO	ID	SANDHILL MEDIA GROUP, LLC	-112.44664	42.8485
W277AK	103.3	FM	FORT WAYNE	IN	ADAMS RADIO OF FORT WAYNE, LLC	-85.14497	41.09922
W245CA	96.9	FM	FORT WAYNE	IN	ADAMS RADIO OF FORT WAYNE, LLC	-85.14497	41.09922
W258AT	99.5	FM	ST. MARYS	GA	SATILLA BROADCAST PROPERTIES, LLC	-81.67844	30.80133
K204EU	88.7	FM	ELKO	NV	CSN INTERNATIONAL	-115.84394	40.92881
W267BP	101.3	FM	PLEASANTVILLE	NJ	ENRICO S. BRANCADORA	-74.56172	39.37656
W297CO	107.3	FM	CARLISLE	PA	WIOO, INC.	-77.13581	40.28981
W226CR	93.1	FM	MANNING	SC	CUMULUS LICENSING LLC	-80.27278	33.69028
W270DH	101.9	FM	NEW PORT RICHEY	FL	AKMA BROADCAST NETWORK, INC.	-82.72928	28.25917
W250CY	97.9	FM	PITTSBURGH	PA	EDUCATIONAL MEDIA FOUNDATION	-79.93117	40.41172
