name,longitude,latitude,population
South Orange,-74.26126,40.74899,17295
South Plainfield,-74.41154,40.57927,24290
South River,-74.38598,40.44649,16399
Sparta,-74.63849,41.03343,19722
Summit,-74.36468,40.71562,22074
Teaneck,-74.01597,40.8976,40078
Tinton Falls,-74.10042,40.30428,17772
Trenton,-74.74294,40.21705,84225
Union,-74.2632,40.6976,56771
Union City,-74.02375,40.77955,69156
Voorhees,-74.95495,39.84499,29131
Wayne,-74.27654,40.92538,57915
West Milford,-74.36737,41.13121,26968
West New York,-74.01431,40.78788,53366
West Orange,-74.23904,40.79871,48131
Westfield,-74.34737,40.65899,30548
Willingboro,-74.86905,40.02789,31668
Woodbridge,-74.28459,40.5576,19265
Wyckoff,-74.17292,41.00954,17124
Albany,-73.75623,42.65258,98469
Amherst,-78.79976,42.97839,122366
Amsterdam,-74.18819,42.93869,18008
Astoria,-73.93014,40.77205,150165
Auburn,-76.56605,42.93173,26985
Baldwin,-73.6093,40.65649,24033
Batavia,-78.18752,42.99812,15010
Bath Beach,-74.00431,40.60455,33080
Bay Shore,-73.24539,40.7251,26337
Baychester,-73.83645,40.86928,16274
Bayside,-73.77708,40.76844,66455
Bellmore,-73.52707,40.66871,16218
Bensonhurst,-73.99403,40.60177,60000
Bethpage,-73.48207,40.74427,16429
Binghamton,-75.91797,42.09869,46032
Borough Park,-73.99681,40.63399,149248
Brentwood,-73.24623,40.78121,60664
Brighton,-77.55055,43.14756,36609
Brighton Beach,-73.95958,40.57788,31462
The Bronx,-73.86641,40.84985,1385108
Brooklyn,-73.94958,40.6501,2300664
Brooklyn Heights,-73.99375,40.69538,20256
Brownsville,-73.92014,40.66094,74497
Buffalo,-78.87837,42.88645,258071
Bushwick,-73.91875,40.69427,112620
Cambria Heights,-73.73847,40.69455,20287
Canarsie,-73.90069,40.64372,87366
Centereach,-73.09955,40.85843,31578
Central Islip,-73.20178,40.79065,34450
Cheektowaga,-78.75475,42.90339,75178
Chinatown,-73.99625,40.71649,90000
Cicero,-76.11937,43.17562,31632
Clay,-76.17243,43.1859,58206
Clifton Park,-73.77095,42.86563,36705
Cohoes,-73.70012,42.77424,16538
College Point,-73.84597,40.7876,27307
Commack,-73.29289,40.84288,36124
Coney Island,-73.99403,40.57788,60000
Copiague,-73.39984,40.68149,22993
Coram,-73.00149,40.86871,39113
Corona,-73.86014,40.74705,109698
Cortland,-76.18048,42.60118,18907
Cypress Hills,-73.89125,40.67705,54944
Deer Park,-73.32929,40.76177,27745
Depew,-78.69225,42.90395,15146
Dix Hills,-73.33623,40.80482,26892
Dyker Heights,-74.00958,40.62149,34399
East Amherst,-78.6967,43.01839,24914
East Elmhurst,-73.86514,40.76121,23150
East Flatbush,-73.93042,40.65371,178464
East Meadow,-73.55902,40.71399,38132
East Massapequa,-73.43651,40.67343,19069
East New York,-73.88236,40.66677,173198
East Northport,-73.32456,40.87676,20217
East Patchogue,-72.99622,40.76704,22469
East Setauket,-73.10594,40.94149,17006
East Tremont,-73.89097,40.84538,22886
East Village,-73.98736,40.72927,62832
Eastchester,-73.80861,40.95833,19554
Eggertsville,-78.80392,42.96339,15019
Elmhurst,-73.87791,40.73649,113364
Elmira,-76.80773,42.0898,28213
Elmont,-73.71291,40.70094,33198
Emerson Hill,-74.09598,40.60872,15412
Far Rockaway,-73.75513,40.60538,39189
Farmingville,-73.02955,40.83121,15481
Flatbush,-73.95903,40.65205,93361
Flatlands,-73.93486,40.62122,63601
Floral Park,-73.70485,40.72371,15969
Fordham,-73.89847,40.85927,94678
Forest Hills,-73.85014,40.71621,67714
Fort Hamilton,-74.0332,40.61872,28966
Franklin Square,-73.67596,40.70732,29320
Freeport,-73.58318,40.6576,43334
Fresh Meadows,-73.79347,40.73482,28397
Garden City,-73.6343,40.72677,22612
Glen Cove,-73.63374,40.86232,27400
Glendale,-73.8868,40.70149,34389
Gloversville,-74.34375,43.05285,15023
Grand Island,-78.96254,43.03311,20813
Graniteville,-74.14848,40.62483,15272
Gravesend,-73.96514,40.5976,112229
Great Kills,-74.15153,40.55427,22000
Greenburgh,-73.84291,41.03287,86764
Greenpoint,-73.95097,40.72371,34719
Harlem,-73.94542,40.80788,116345
Harrison,-73.71263,40.96899,28348
Hauppauge,-73.20261,40.82565,20882
Hell's Kitchen,-73.9909,40.76496,45884
Hempstead,-73.61874,40.70621,55547
Henrietta,-77.61222,43.05923,42581
Hicksville,-73.52513,40.76843,41547
Hillside,-73.7868,40.70788,24808
Holbrook,-73.07844,40.81232,27195
Hollis,-73.76708,40.71344,20269
Holtsville,-73.04511,40.81538,19714
Howard Beach,-73.83625,40.65788,26148
Huntington,-73.42568,40.86815,18046
Huntington Station,-73.41151,40.85343,33029
Hunts Point,-73.88402,40.8126,27204
Irondequoit,-77.57972,43.2134,51692
Islip,-73.21039,40.72982,18689
Ithaca,-76.49661,42.44063,30788
Jackson Heights,-73.88541,40.75566,67067
Jamaica,-73.80569,40.69149,216866
Jamestown,-79.23533,42.097,30075
Kenmore,-78.87004,42.96589,15160
Kensington,-73.97069,40.64621,39120
Kew Gardens,-73.83097,40.71427,18983
Kings Bridge,-73.90514,40.87871,75132
Kings Park,-73.25734,40.88621,17282
Kingston,-73.99736,41.92704,23436
Kiryas Joel,-74.16792,41.34204,22851
Lackawanna,-78.82337,42.82561,17965
Lake Ronkonkoma,-73.13122,40.8351,20155
Latham,-73.75901,42.74702,20736
Laurelton,-73.74659,40.67019,21053
Levittown,-73.51429,40.72593,51881
Lindenhurst,-73.37345,40.68677,27277
Lockport,-78.69031,43.17061,20624
Long Beach,-73.65791,40.58844,33550
Long Island City,-73.94875,40.74482,25595
Lynbrook,-73.6718,40.65483,19558
Mamaroneck,-73.73263,40.94871,19375
Manhattan,-73.96625,40.78343,1487536
Mariners Harbor,-74.15875,40.63677,19905
Maspeth,-73.91264,40.72316,48325
Massapequa,-73.47429,40.68066,21685
Massapequa Park,-73.45512,40.68038,17232
Mastic,-72.84094,40.80204,15481
Medford,-73.00011,40.8176,24142
Melrose,-73.91041,40.82455,22470
Melville,-73.41512,40.79343,18985
Merrick,-73.55152,40.66288,22097
Middle Village,-73.88125,40.71649,29491
Middletown,-74.42293,41.44593,27812
Mineola,-73.64068,40.74927,19139
Monsey,-74.06848,41.11121,18412
Morris Heights,-73.91986,40.84982,40982
Morrisania,-73.90653,40.82927,23127
Mott Haven,-73.92291,40.80899,51450
Mount Vernon,-73.83708,40.9126,68628
Nanuet,-74.01347,41.08871,17882
New City,-73.98931,41.1476,33559
New Rochelle,-73.78235,40.91149,79846
New Springville,-74.1632,40.59344,20756
New York City,-74.00597,40.71427,8175133
Newburgh,-74.01042,41.50343,28290
Niagara Falls,-79.05671,43.0945,48916
North Amityville,-73.42512,40.6976,17862
North Babylon,-73.32179,40.71649,17509
North Bay Shore,-73.26262,40.73621,18944
North Bellmore,-73.53346,40.69149,19941
North Massapequa,-73.46207,40.70093,17886
North Tonawanda,-78.8642,43.03867,30785
North Valley Stream,-73.7018,40.6851,16628
Oceanside,-73.64013,40.63871,32109
Ossining,-73.86152,41.16287,25441
Oswego,-76.5105,43.45535,17787
Ozone Park,-73.84375,40.67677,53985
Park Slope,-73.98597,40.6701,65047
Parkchester,-73.86041,40.83899,65876
Pearl River,-74.02181,41.05899,15876
Peekskill,-73.92042,41.29009,24043
Plainview,-73.46735,40.77649,26217
Plattsburgh,-73.45291,44.69949,19806
Port Chester,-73.66568,41.00176,29620
Port Richmond,-74.13653,40.63316,15470
Port Washington,-73.69819,40.82566,15846
Poughkeepsie,-73.92097,41.70037,30371
Queens Village,-73.74152,40.72677,51919
Queens,-73.83652,40.68149,2272771
Queensbury,-73.61317,43.37729,27703
Rego Park,-73.85264,40.72649,43925
Richmond Hill,-73.83125,40.69983,98984
Ridgewood,-73.90569,40.7001,69317
Rochester,-77.61556,43.15478,209802
Rockville Centre,-73.64124,40.65871,24201
Rome,-75.45573,43.21285,32573
Ronkonkoma,-73.11233,40.81538,19082
Roosevelt,-73.58902,40.67871,16258
Rosedale,-73.73541,40.66205,25812
Rossville,-74.21348,40.55566,18792
Rotterdam,-73.97096,42.78702,20652
Rye,-73.68374,40.98065,16046
Saratoga Springs,-73.78457,43.08313,27765
Sayville,-73.08206,40.73593,16853
Scarsdale,-73.78458,41.0051,17885
Schenectady,-73.93957,42.81424,65305
Seaford,-73.48818,40.66593,15294
Selden,-73.03566,40.86649,19851
Sheepshead Bay,-73.94458,40.59122,122534
Shirley,-72.8676,40.80149,27854
Smithtown,-73.20067,40.85593,26470
South Ozone Park,-73.81902,40.6701,75878
Springfield Gardens,-73.76221,40.66312,30515
Spring Valley,-74.04375,41.11315,32598
Staten Island,-74.13986,40.56233,468730
Sunnyside,-73.93542,40.73982,49833
Syosset,-73.50207,40.82621,18829
Syracuse,-76.14742,43.04812,144142
Terrace Heights,-73.7693,40.72149,15421
Throgs Neck,-73.81958,40.8226,33683
Tremont,-73.90569,40.84954,22870
Troy,-73.69179,42.72841,49906
Uniondale,-73.59291,40.70038,24759
Unionport,-73.85013,40.82732,23895
University Heights,-73.9093,40.8601,27935
Utica,-75.23266,43.1009,61100
Valley Stream,-73.70846,40.66427,37962
Van Nest,-73.86375,40.84843,23700
Vestal,-76.05381,42.08507,28043
Wakefield,-73.85236,40.89788,52201
Wantagh,-73.51013,40.68371,18871
Washington Heights,-73.93541,40.8501,152613
Watertown,-75.91076,43.97478,26780
West Albany,-73.77845,42.68313,93794
West Babylon,-73.35429,40.71816,43213
West Hempstead,-73.65013,40.70482,18862
West Islip,-73.30623,40.70621,28335
West Seneca,-78.79975,42.85006,44711
Westbury,-73.58763,40.75566,15379
White Plains,-73.76291,41.03399,58459
Whitestone,-73.81847,40.79455,36984
Williamsburg,-73.95347,40.71427,33000
Woodhaven,-73.85791,40.68927,36555
Woodmere,-73.71263,40.63205,17121
Woodrow,-74.19764,40.54344,21005
Woodside,-73.90541,40.74538,41981
Yonkers,-73.89875,40.93121,201116
Akron,-81.51901,41.08144,197542
Alliance,-81.10593,40.91534,22055
Ashland,-82.31822,40.86867,20317
Ashtabula,-80.78981,41.86505,18371
Aurora,-81.34539,41.31755,15838
Austintown,-80.76452,41.10172,29677
Avon,-82.03542,41.45171,22544
Avon Center,-82.01959,41.45976,15724
Avon Lake,-82.0282,41.50532,23453
Barberton,-81.60512,41.01283,26234
Bay Village,-81.92208,41.48477,15402
Berea,-81.8543,41.36616,18874
Boardman,-80.66285,41.02423,35376
Bowling Green,-83.65132,41.37477,31246
Broadview Heights,-81.68513,41.31394,19229
Brook Park,-81.80458,41.39838,18809
Brunswick,-81.8418,41.23811,34689
Canton,-81.37845,40.79895,71885
Cleveland,-81.69541,41.4995,388072
Collinwood,-81.56929,41.55838,34220
Cuyahoga Falls,-81.48456,41.13394,49146
Defiance,-84.35578,41.28449,16776
Delaware,-83.06797,40.29867,37995
Dublin,-83.11408,40.09923,45098
East Cleveland,-81.57901,41.53311,17344
Eastlake,-81.45039,41.65394,18232
Elyria,-82.10765,41.36838,53775
Euclid,-81.52679,41.5931,47676
Fairview Park,-81.8643,41.44144,16407
Findlay,-83.64993,41.04422,41149
Fremont,-83.12186,41.35033,16297
Gahanna,-82.87934,40.01923,34590
Garfield Heights,-81.60596,41.417,28097
Glenville,-81.61735,41.53338,23559
Green,-81.48317,40.94589,25898
Hilliard,-83.15825,40.0334,33649
Hough,-81.63652,41.512,16359
Hudson,-81.44067,41.24006,22437
Kent,-81.35789,41.15367,29810
Lakewood,-81.79819,41.48199,50656
Lima,-84.10523,40.74255,37873
Lorain,-82.18237,41.45282,63647
Mansfield,-82.51545,40.75839,46830
Maple Heights,-81.56596,41.41533,22631
Marion,-83.12852,40.58867,36363
Marysville,-83.36714,40.23645,22817
Massillon,-81.52151,40.79672,32252
Mayfield Heights,-81.4579,41.51922,18840
Medina,-81.86375,41.13839,26339
Mentor,-81.33955,41.66616,46901
Middleburg Heights,-81.81291,41.36144,15696
Mount Vernon,-82.48572,40.3934,16742
New Philadelphia,-81.44567,40.48979,17484
Newark,-82.40126,40.05812,47986
Niles,-80.76536,41.18284,18651
North Canton,-81.40234,40.87589,17441
North Olmsted,-81.92347,41.4156,32004
North Ridgeville,-82.01903,41.38949,32483
North Royalton,-81.72457,41.31366,30311
Norwalk,-82.61573,41.24255,16827
Oregon,-83.48688,41.64366,20102
Painesville,-81.24566,41.72449,19776
Parma,-81.72291,41.40477,79937
Parma Heights,-81.75958,41.39005,20246
Perrysburg,-83.62716,41.557,21423
Piqua,-84.24244,40.14477,20790
Rocky River,-81.8393,41.4756,20376
Sandusky,-82.70796,41.44894,25212
Shaker Heights,-81.53707,41.47394,27646
Sidney,-84.1555,40.28422,20858
Solon,-81.44123,41.38978,23043
South Euclid,-81.51846,41.52311,21794
Steubenville,-80.63396,40.36979,18219
Stow,-81.44039,41.1595,34797
Streetsboro,-81.34594,41.23922,16312
Strongsville,-81.83569,41.3145,44668
Sylvania,-83.71299,41.71894,18965
Tallmadge,-81.44178,41.10145,17512
Tiffin,-83.17797,41.1145,17687
Toledo,-83.55521,41.66394,279789
Troy,-84.20328,40.0395,25659
Twinsburg,-81.44011,41.31256,18872
Wadsworth,-81.72985,41.02561,21860
Warren,-80.81842,41.23756,40245
Westerville,-82.92907,40.12617,38384
Westlake,-81.91792,41.45532,32428
Willoughby,-81.4065,41.63977,22631
Wooster,-81.93646,40.80517,26749
Youngstown,-80.64952,41.09978,64628
Abington,-75.11795,40.12067,55310
Allentown,-75.49018,40.60843,120207
Allison Park,-79.95867,40.55951,21552
Altoona,-78.39474,40.51868,45344
Back Mountain,-75.99631,41.33591,26973
Baldwin,-79.97894,40.33813,19819
Bensalem,-74.95128,40.10455,60427
Bethel Park,-80.0395,40.32757,32118
Bethlehem,-75.37046,40.62593,74892
Carlisle,-77.18887,40.20148,19143
Easton,-75.22073,40.68843,26915
Erie,-80.08506,42.12922,99475
Harrisburg,-76.88442,40.2737,49081
Hazleton,-75.97465,40.95842,24825
Hermitage,-80.44868,41.23339,16028
Johnstown,-78.92197,40.32674,19966
King of Prussia,-75.39602,40.08927,19936
Lancaster,-76.30551,40.03788,59339
Lansdale,-75.28379,40.2415,16512
Lebanon,-76.41135,40.34093,25534
Levittown,-74.82877,40.15511,52983
Limerick,-75.52212,40.23093,18074
McKeesport,-79.86422,40.34785,19453
Monroeville,-79.7881,40.42118,28176
Mount Lebanon,-80.0495,40.35535,32730
Murrysville,-79.69755,40.4284,20134
New Castle,-80.34701,41.00367,22375
Nicetown-Tioga,-75.16387,40.00989,17382
Norristown,-75.3399,40.1215,34412
Penn Hills,-79.83922,40.50118,44610
Phoenixville,-75.51491,40.13038,16658
Pittsburgh,-79.99589,40.44062,304391
Plum,-79.74949,40.50035,27505
Pottstown,-75.64963,40.24537,22664
Radnor,-75.35991,40.04622,30878
Reading,-75.92687,40.33565,87879
Scranton,-75.6649,41.40916,77118
State College,-77.86,40.79339,42161
Upper Saint Clair,-80.08339,40.3359,19229
Wayne,-75.38769,40.044,30892
West Mifflin,-79.86644,40.3634,20075
Whitehall Township,-75.49991,40.66676,24896
Wilkes-Barre,-75.88131,41.24591,40780
Wilkinsburg,-79.88199,40.44174,15731
Williamsport,-77.00108,41.24119,29201
Willow Grove,-75.11573,40.144,15726
Barrington,-71.30866,41.74066,16669
Bristol,-71.26616,41.67705,22795
Central Falls,-71.39228,41.89066,19303
Coventry,-71.68284,41.7001,35525
Cranston,-71.43728,41.77982,81073
Cumberland,-71.43284,41.96677,34843
East Providence,-71.37005,41.81371,47408
Middletown,-71.29144,41.54566,17303
Narragansett,-71.4495,41.4501,15868
Newport,-71.31283,41.4901,24232
North Kingstown,-71.46617,41.5501,28042
North Providence,-71.46617,41.8501,33835
Pawtucket,-71.38256,41.87871,71591
Portsmouth,-71.25033,41.60232,17756
Providence,-71.41283,41.82399,190934
Smithfield,-71.54951,41.92204,21872
Warwick,-71.41617,41.7001,81699
West Warwick,-71.52194,41.69689,30146
Westerly,-71.82729,41.3776,17936
Woonsocket,-71.51478,42.00288,41475
Aberdeen,-98.48648,45.4647,28102
Brookings,-96.79839,44.31136,23657
Mitchell,-98.0298,43.70943,15669
Sioux Falls,-96.70033,43.54997,171544
Watertown,-97.11507,44.89941,22073
Burlington,-73.21207,44.47588,42452
Colchester,-73.14791,44.54394,16986
Rutland,-72.97261,43.61062,15824
South Burlington,-73.17096,44.46699,18791
Appleton,-88.41538,44.26193,74139
Ashwaubenon,-88.0701,44.48221,17176
Beaver Dam,-88.83733,43.45777,16564
Bellevue,-87.9201,44.44416,15317
Beloit,-89.03178,42.50835,36891
Brookfield,-88.10648,43.06057,38025
Caledonia,-87.92425,42.8078,24684
Cudahy,-87.86147,42.95974,18353
De Pere,-88.06038,44.44888,24724
Eau Claire,-91.49849,44.81135,67778
Fitchburg,-89.46984,42.96083,27996
Fond du Lac,-88.43883,43.775,42933
Franklin,-88.03842,42.88863,36222
Germantown,-88.11037,43.22862,19993
Green Bay,-88.01983,44.51916,105207
Greenfield,-88.01259,42.9614,37349
Howard,-88.08816,44.5436,19250
Janesville,-89.01872,42.68279,64123
Kaukauna,-88.27205,44.27804,15854
Kenosha,-87.82119,42.58474,99858
La Crosse,-91.23958,43.80136,52306
Madison,-89.40123,43.07305,248951
Manitowoc,-87.65758,44.08861,33010
Marshfield,-90.1718,44.66885,18620
Menasha,-88.4465,44.20221,17572
Menomonee Falls,-88.11731,43.1789,36119
Menomonie,-91.91934,44.87552,16305
Mequon,-88.03001,43.21555,23132
Middleton,-89.50429,43.09722,18979
Milwaukee,-87.90647,43.0389,600155
Muskego,-88.13898,42.90585,24755
Neenah,-88.46261,44.18582,25792
New Berlin,-88.10842,42.9764,39825
North La Crosse,-91.24819,43.84635,50470
Oak Creek,-87.86314,42.88585,35243
Oconomowoc,-88.49927,43.11167,16360
Onalaska,-91.23514,43.88441,18468
Oshkosh,-88.54261,44.02471,66555
Pleasant Prairie,-87.93341,42.55308,20726
Racine,-87.78285,42.72613,77742
River Falls,-92.62381,44.86136,15269
Sheboygan,-87.71453,43.75083,48797
South Milwaukee,-87.86064,42.91057,21233
Stevens Point,-89.57456,44.52358,26604
Sun Prairie,-89.21373,43.1836,32365
Superior,-92.10408,46.72077,26579
Watertown,-88.72899,43.19472,23819
Waukesha,-88.23148,43.01168,71970
Wausau,-89.63012,44.95914,39094
Wauwatosa,-88.00759,43.04946,47614
West Allis,-88.00703,43.01668,60620
West Bend,-88.18343,43.42528,31695
Weston,-89.54762,44.8908,15069
Wisconsin Rapids,-89.81735,44.38358,17897
Weirton,-80.58952,40.41896,19175
Weirton Heights,-80.53924,40.4084,19450
Wheeling,-80.72091,40.06396,27648
Ansonia,-73.079,41.34621,18854
Bridgeport,-73.18945,41.17923,147629
Bristol,-72.94927,41.67176,60452
Branford,-72.8151,41.27954,29438
Cheshire,-72.90066,41.49899,29443
Fillmore,-118.91815,34.39916,15548
Buckeye,-112.58378,33.37032,50876
Bullhead City,-114.5683,35.14778,39445
Casa Grande,-111.75735,32.8795,51460
Casas Adobes,-110.9951,32.32341,66795
Catalina Foothills,-110.9187,32.29785,50796
Chandler,-111.84125,33.30616,260828
Deer Valley,-112.13488,33.68393,165656
Douglas,-109.54534,31.34455,16592
Drexel Heights,-111.02843,32.14119,27749
El Mirage,-112.3246,33.61309,33935
Eloy,-111.55484,32.7559,17059
Flagstaff,-111.65127,35.19807,70320
Florence,-111.38734,33.03145,31110
Flowing Wells,-111.00982,32.29396,16419
Fortuna Foothills,-114.41189,32.65783,26265
Fountain Hills,-111.71736,33.61171,23899
Gilbert,-111.78903,33.35283,247542
Glendale,-112.18599,33.53865,240126
Goodyear,-112.35821,33.43532,79003
Green Valley,-110.9937,31.85425,21391
Kingman,-114.05301,35.18944,28912
Lake Havasu City,-114.32245,34.4839,53553
Marana,-111.22538,32.43674,41315
Maricopa,-112.04764,33.05811,48602
Maryvale,-112.17765,33.50199,208189
Mesa,-111.82264,33.42227,471825
Nogales,-110.93425,31.34038,20252
Oro Valley,-110.96649,32.39091,43565
Payson,-111.32514,34.23087,15345
Peoria,-112.23738,33.5806,190985
Phoenix,-112.07404,33.44838,1563025
Prescott,-112.4685,34.54002,41899
Prescott Valley,-112.31572,34.61002,42197
Queen Creek,-111.6343,33.24866,34614
Rio Rico,-110.97648,31.47148,18962
Sahuarita,-110.95565,31.95758,25707
San Luis,-114.78218,32.487,31520
Scottsdale,-111.89903,33.50921,236839
Sierra Vista,-110.30369,31.55454,43355
Somerton,-114.70968,32.59644,15048
Sun City,-112.27182,33.59754,37499
Sun City West,-112.34127,33.66198,24535
Surprise,-112.33322,33.63059,143148
Tanque Verde,-110.73731,32.25174,16901
Tempe,-111.90931,33.41477,175826
Tempe Junction,-111.94348,33.41421,158368
Tucson,-110.92648,32.22174,531641
Yuma,-114.6244,32.72532,94139
Adelanto,-117.40922,34.58277,33166
Agoura,-118.73787,34.14306,20537
Agoura Hills,-118.77453,34.13639,20915
Alameda,-122.26087,37.77099,78630
Albany,-122.29775,37.88687,19735
Alhambra,-118.12701,34.09529,85551
Aliso Viejo,-117.72712,33.56504,50195
Altadena,-118.13118,34.18973,42777
Alum Rock,-121.82718,37.36605,15536
American Canyon,-122.2608,38.17492,20554
Anaheim,-117.9145,33.83529,350742
Antelope,-121.32995,38.70824,45770
Antioch,-121.80579,38.00492,110542
Apple Valley,-117.18588,34.50083,72174
Arcadia,-118.03534,34.13973,58408
Arroyo Grande,-120.59073,35.11859,18108
Artesia,-118.08312,33.86585,16961
Arvin,-118.82843,35.20913,20876
Ashland,-122.11385,37.69465,21925
Atascadero,-120.67073,35.48942,29819
Atwater,-120.60908,37.34772,29237
Avocado Heights,-117.99118,34.03612,15411
Azusa,-117.90756,34.13362,49690
Bakersfield,-119.01871,35.37329,373640
Baldwin Park,-117.9609,34.08529,77071
Banning,-116.87641,33.92557,30945
Barstow,-117.02282,34.89859,23692
Barstow Heights,-117.05615,34.86971,24202
Bay Point,-121.96163,38.02909,21534
Beaumont,-116.97725,33.92946,43811
Bell,-118.18702,33.97751,36205
Bell Gardens,-118.15146,33.96529,43106
Bellflower,-118.11701,33.88168,78441
Belmont,-122.2758,37.52021,27218
Benicia,-122.15858,38.04937,28167
Berkeley,-122.27275,37.87159,120972
Beverly Hills,-118.40036,34.07362,34869
Bloomington,-117.39588,34.07029,23851
Blythe,-114.59635,33.6103,19208
Bostonia,-116.93642,32.80755,15379
Boyle Heights,-118.20535,34.0339,92785
Brawley,-115.53027,32.97866,25897
Brea,-117.90006,33.91668,41944
Brentwood,-121.69579,37.93187,58968
Buena Park,-117.99812,33.86751,83270
Burbank,-118.30897,34.18084,105319
Burlingame,-122.36608,37.5841,30459
Calabasas,-118.63842,34.15778,23058
Calexico,-115.49888,32.67895,40053
Camarillo,-119.0376,34.21639,67608
Cameron Park,-120.98716,38.66879,18228
Campbell,-121.94996,37.28717,41117
Canoga Park,-118.59814,34.20112,60578
Canyon Country,-118.47203,34.42333,59530
Carlsbad,-117.35059,33.15809,114746
Carmichael,-121.32828,38.61713,61762
Carson,-118.28202,33.83141,93281
Castaic,-118.62287,34.48888,19015
Castro Valley,-122.08635,37.6941,61388
Cathedral City,-116.46529,33.77974,53826
Ceres,-120.95771,37.59493,47963
Cerritos,-118.06479,33.85835,49975
Chatsworth,-118.6012,34.25723,41255
Chico,-121.83748,39.72849,121345
Chinatown,-122.40858,37.7966,100574
Chino,-117.68894,34.01223,85595
Chino Hills,-117.75888,33.9938,78309
Chowchilla,-120.26018,37.123,18510
Chula Vista,-117.0842,32.64005,265757
Citrus Heights,-121.28106,38.70712,87056
Claremont,-117.71978,34.09668,36283
Clearlake,-122.62637,38.95823,15182
Clovis,-119.70292,36.82523,104180
Coachella,-116.17389,33.6803,44635
Coalinga,-120.36015,36.13968,16564
Colton,-117.31365,34.0739,54621
Compton,-118.22007,33.89585,98462
Concord,-122.03107,37.97798,128667
Corcoran,-119.5604,36.09801,22477
Corona,-117.56644,33.87529,164226
Coronado,-117.18309,32.68589,24812
Costa Mesa,-117.91867,33.64113,113204
Covina,-117.89034,34.09001,48984
Cudahy,-118.18535,33.96057,24311
Culver City,-118.39647,34.02112,39717
Cupertino,-122.03218,37.323,60572
Cypress,-118.03729,33.81696,49290
Daly City,-122.46192,37.70577,106562
Dana Point,-117.69811,33.46697,34181
Danville,-121.99996,37.82159,44400
Davis,-121.74052,38.54491,67666
Delano,-119.24705,35.76884,52733
Desert Hot Springs,-116.50353,33.96173,28335
Diamond Bar,-117.81034,34.02862,56897
Dinuba,-119.38707,36.54328,23702
Dixon,-121.8233,38.44546,19390
Downey,-118.13257,33.94001,114219
Duarte,-117.97729,34.13945,21990
Dublin,-121.93579,37.70215,57721
East Rancho Dominguez,-118.19535,33.89807,15135
East Hemet,-116.93891,33.74002,17418
East Los Angeles,-118.17202,34.0239,126496
East Palo Alto,-122.14108,37.46883,29662
El Cajon,-116.96253,32.79477,103679
El Centro,-115.56305,32.792,43956
El Cerrito,-122.31164,37.91576,23549
El Dorado Hills,-121.08217,38.68574,42108
El Monte,-118.02757,34.06862,116732
El Segundo,-118.41647,33.91918,17037
Elk Grove,-121.37162,38.4088,166913
Encinitas,-117.29198,33.03699,62930
Encino,-118.50119,34.15917,44581
Escondido,-117.08642,33.11921,151451
Fair Oaks,-121.27217,38.64463,30912
Fairfield,-122.03997,38.24936,112970
Fallbrook,-117.25115,33.37642,30534
Florin,-121.40884,38.49602,47513
Folsom,-121.17606,38.67796,76375
Fontana,-117.43505,34.09223,208393
Foothill Farms,-121.35114,38.67877,33121
Foster City,-122.27108,37.55855,33477
Fountain Valley,-117.95367,33.70918,56987
Fremont,-121.98857,37.54827,232206
Fresno,-119.77237,36.74773,520052
Fullerton,-117.92534,33.87029,140847
Galt,-121.29995,38.25464,25303
Garden Grove,-117.94145,33.77391,175393
Gardena,-118.30896,33.88835,60447
Gilroy,-121.56828,37.00578,53231
Glen Avon,-117.48477,34.01168,20199
Glendale,-118.25508,34.14251,201020
Glendora,-117.86534,34.13612,52009
Goleta,-119.82764,34.43583,30944
Granite Bay,-121.16384,38.76323,20402
Greenfield,-121.24381,36.3208,17184
Hacienda Heights,-117.96868,33.99307,54038
Hanford,-119.64568,36.32745,55659
Hawthorne,-118.35257,33.9164,88451
Hayward,-122.0808,37.66882,158289
Hemet,-116.97307,33.74761,83861
Hercules,-122.28858,38.01714,25314
Hermosa Beach,-118.39952,33.86224,19860
Hesperia,-117.30088,34.42639,93295
Highland,-117.20865,34.12834,54854
Hollister,-121.4016,36.85245,37462
Hollywood,-118.32674,34.09834,167664
Huntington Beach,-117.99923,33.6603,201899
Huntington Park,-118.22507,33.98168,59430
Imperial,-115.56944,32.84755,17095
Imperial Beach,-117.11308,32.58394,27408
Indio,-116.21677,33.7207,87533
Inglewood,-118.35313,33.96168,111666
Irvine,-117.82311,33.66946,256927
Isla Vista,-119.86097,34.41333,23096
Koreatown,-118.30091,34.05779,124281
La Canada Flintridge,-118.18785,34.19917,20246
La Habra,-117.94617,33.93196,62131
La Jolla,-117.2742,32.84727,42808
La Mesa,-117.02308,32.76783,60089
La Mirada,-118.01201,33.91724,49520
La Palma,-118.04673,33.8464,15904
La Presa,-116.99725,32.70811,34169
La Puente,-117.94951,34.02001,40745
La Quinta,-116.31001,33.66336,40476
La Verne,-117.76784,34.10084,32681
Ladera Ranch,-117.63561,33.57086,22980
Lafayette,-122.11802,37.88576,25843
Laguna,-121.42384,38.42102,46621
Laguna Beach,-117.78311,33.54225,23365
Laguna Hills,-117.71283,33.61252,31748
Laguna Niguel,-117.70755,33.52253,65806
Laguna Woods,-117.72533,33.6103,16406
Lake Elsinore,-117.32726,33.66808,61981
Lake Forest,-117.68922,33.64697,82492
