time1,time2,lon1,lat1,alt1,lon2,lat2,alt2
717,5058,-111.7627,40.9603,5791,-106.6205,35.0306,1646
723,1798,-77.7562,40.6277,914,-77.551,40.649,572
723,1769,-97.0298,32.9029,305,-95.4687,32.47,1303
724,2540,-97.0506,32.9002,305,-100.573,32.2738,8435
724,3290,-118.1705,33.8129,305,-117.1418,32.8154,183
727,14336,-87.7418,41.7778,305,-122.3179,47.4764,137
731,3882,-80.9507,35.1967,305,-84.6467,39.0536,274
731,2006,-122.0398,50.6496,9449,-122.3265,49.0485,274
732,1946,126.7754,37.568,0,128.0399,36.2707,7620
732,17835,-80.1995,25.8081,610,-115.165,36.0847,587
736,3596,-83.9741,39.3082,610,-84.45,39.0987,427
737,2481,-108.2576,35.3516,4267,-106.6213,35.0318,1661
